sample_id,true_label,predicted_label,confidence,is_correct,top1,top2,top3
734,happy,angry,0.3432,False,angry:0.343,fear:0.279,happy:0.192
735,sad,sad,0.3988,True,sad:0.399,fear:0.364,angry:0.117
736,angry,angry,0.5034,True,angry:0.503,fear:0.290,happy:0.100
737,fear,fear,0.5179,True,fear:0.518,angry:0.362,disgust:0.055
738,angry,sad,0.3384,False,sad:0.338,angry:0.305,neutral:0.196
739,sad,neutral,0.4305,False,neutral:0.431,angry:0.311,happy:0.124
740,neutral,fear,0.2929,False,fear:0.293,surprise:0.276,neutral:0.206
741,surprise,surprise,0.4054,True,surprise:0.405,fear:0.366,angry:0.135
742,angry,sad,0.3331,False,sad:0.333,neutral:0.300,angry:0.241
743,neutral,happy,0.7360,False,happy:0.736,neutral:0.166,angry:0.043
744,surprise,surprise,0.6491,True,surprise:0.649,fear:0.272,angry:0.027
745,happy,sad,0.2750,False,sad:0.275,neutral:0.273,happy:0.208
746,angry,angry,0.2567,True,angry:0.257,fear:0.211,sad:0.182
747,fear,surprise,0.6411,False,surprise:0.641,fear:0.307,angry:0.030
748,happy,happy,0.9826,True,happy:0.983,surprise:0.016,neutral:0.001
749,angry,fear,0.4869,False,fear:0.487,surprise:0.287,sad:0.126
750,angry,fear,0.2507,False,fear:0.251,surprise:0.225,angry:0.176
751,neutral,neutral,0.8493,True,neutral:0.849,sad:0.059,angry:0.033
752,neutral,neutral,0.4003,True,neutral:0.400,angry:0.204,happy:0.133
753,fear,fear,0.5640,True,fear:0.564,sad:0.386,neutral:0.028
754,neutral,fear,0.3532,False,fear:0.353,surprise:0.229,happy:0.155
755,sad,angry,0.4110,False,angry:0.411,neutral:0.286,sad:0.220
756,angry,neutral,0.3623,False,neutral:0.362,angry:0.307,sad:0.265
757,surprise,surprise,0.9090,True,surprise:0.909,happy:0.059,fear:0.031
758,sad,neutral,0.2910,False,neutral:0.291,sad:0.250,angry:0.246
759,happy,happy,0.5512,True,happy:0.551,angry:0.206,fear:0.161
760,neutral,neutral,0.3909,True,neutral:0.391,happy:0.215,sad:0.188
761,angry,fear,0.3847,False,fear:0.385,surprise:0.200,sad:0.165
762,sad,angry,0.5554,False,angry:0.555,sad:0.297,fear:0.080
763,neutral,sad,0.6815,False,sad:0.682,fear:0.197,angry:0.045
764,fear,neutral,0.4754,False,neutral:0.475,sad:0.184,angry:0.157
765,fear,fear,0.2995,True,fear:0.300,neutral:0.207,angry:0.186
766,angry,happy,0.5161,False,happy:0.516,neutral:0.353,angry:0.044
767,happy,happy,0.6288,True,happy:0.629,sad:0.148,neutral:0.088
768,happy,happy,0.5404,True,happy:0.540,neutral:0.142,angry:0.113
769,surprise,surprise,0.9538,True,surprise:0.954,fear:0.044,happy:0.001
770,happy,happy,0.9841,True,happy:0.984,neutral:0.011,angry:0.003
771,neutral,neutral,0.7061,True,neutral:0.706,sad:0.150,fear:0.069
772,sad,angry,0.4976,False,angry:0.498,sad:0.265,neutral:0.121
773,happy,neutral,0.4809,False,neutral:0.481,happy:0.322,angry:0.064
774,surprise,surprise,0.7192,True,surprise:0.719,neutral:0.113,fear:0.098
775,neutral,neutral,0.3706,True,neutral:0.371,sad:0.211,angry:0.199
776,happy,happy,0.9941,True,happy:0.994,neutral:0.001,angry:0.001
777,sad,happy,0.3154,False,happy:0.315,neutral:0.269,sad:0.217
778,sad,neutral,0.5132,False,neutral:0.513,sad:0.259,angry:0.093
779,fear,neutral,0.7263,False,neutral:0.726,sad:0.132,angry:0.053
780,happy,happy,0.7481,True,happy:0.748,angry:0.087,fear:0.060
781,surprise,surprise,0.6892,True,surprise:0.689,fear:0.227,angry:0.035
782,fear,angry,0.5901,False,angry:0.590,fear:0.285,surprise:0.042
783,sad,neutral,0.3150,False,neutral:0.315,sad:0.296,fear:0.170
784,fear,fear,0.5085,True,fear:0.509,sad:0.350,angry:0.060
785,fear,neutral,0.4366,False,neutral:0.437,sad:0.182,angry:0.174
786,happy,happy,0.5313,True,happy:0.531,surprise:0.263,fear:0.141
787,sad,sad,0.5286,True,sad:0.529,neutral:0.277,fear:0.118
788,sad,happy,0.5193,False,happy:0.519,angry:0.167,neutral:0.132
789,happy,happy,0.8969,True,happy:0.897,neutral:0.051,surprise:0.021
790,angry,neutral,0.3602,False,neutral:0.360,sad:0.226,angry:0.210
791,sad,sad,0.5381,True,sad:0.538,neutral:0.190,fear:0.132
792,fear,fear,0.5994,True,fear:0.599,surprise:0.189,angry:0.127
793,happy,happy,0.4344,True,happy:0.434,angry:0.173,fear:0.143
794,happy,happy,0.9720,True,happy:0.972,fear:0.008,angry:0.008
795,happy,sad,0.3853,False,sad:0.385,happy:0.245,angry:0.209
796,happy,happy,0.9799,True,happy:0.980,surprise:0.007,angry:0.005
797,surprise,surprise,0.9835,True,surprise:0.984,fear:0.014,angry:0.001
798,neutral,angry,0.5077,False,angry:0.508,fear:0.249,surprise:0.099
799,fear,fear,0.8695,True,fear:0.869,surprise:0.108,sad:0.010
800,fear,sad,0.5077,False,sad:0.508,fear:0.347,angry:0.051
801,happy,happy,0.7489,True,happy:0.749,angry:0.098,surprise:0.068
802,neutral,neutral,0.7594,True,neutral:0.759,happy:0.092,sad:0.060
803,happy,happy,0.9696,True,happy:0.970,surprise:0.021,neutral:0.008
804,happy,happy,0.9878,True,happy:0.988,surprise:0.005,neutral:0.003
805,neutral,neutral,0.7484,True,neutral:0.748,angry:0.105,sad:0.097
806,happy,happy,0.7613,True,happy:0.761,neutral:0.083,sad:0.073
807,angry,angry,0.6522,True,angry:0.652,fear:0.218,surprise:0.081
808,surprise,surprise,0.9473,True,surprise:0.947,fear:0.020,happy:0.018
809,happy,neutral,0.4882,False,neutral:0.488,happy:0.450,sad:0.022
810,angry,happy,0.7617,False,happy:0.762,sad:0.091,angry:0.082
811,sad,angry,0.3499,False,angry:0.350,sad:0.334,fear:0.232
812,neutral,fear,0.3330,False,fear:0.333,neutral:0.278,sad:0.159
813,fear,neutral,0.2451,False,neutral:0.245,fear:0.239,sad:0.229
814,fear,sad,0.3351,False,sad:0.335,neutral:0.318,fear:0.177
815,fear,angry,0.4961,False,angry:0.496,fear:0.416,disgust:0.039
816,angry,angry,0.6389,True,angry:0.639,sad:0.202,fear:0.074
817,fear,disgust,0.3293,False,disgust:0.329,fear:0.321,angry:0.211
818,happy,happy,0.9282,True,happy:0.928,angry:0.019,neutral:0.017
819,fear,angry,0.3801,False,angry:0.380,surprise:0.272,fear:0.207
820,surprise,surprise,0.3342,True,surprise:0.334,happy:0.313,fear:0.202
821,happy,happy,0.5802,True,happy:0.580,sad:0.140,angry:0.117
822,angry,neutral,0.5639,False,neutral:0.564,angry:0.218,sad:0.135
823,neutral,neutral,0.7559,True,neutral:0.756,happy:0.097,sad:0.049
824,happy,happy,0.9254,True,happy:0.925,angry:0.033,surprise:0.020
825,happy,happy,0.3143,True,happy:0.314,sad:0.237,neutral:0.208
826,neutral,neutral,0.3252,True,neutral:0.325,angry:0.181,fear:0.180
827,happy,happy,0.7740,True,happy:0.774,sad:0.086,neutral:0.075
828,happy,happy,0.7590,True,happy:0.759,neutral:0.159,sad:0.038
829,angry,angry,0.3771,True,angry:0.377,neutral:0.252,sad:0.123
830,fear,fear,0.8129,True,fear:0.813,sad:0.100,surprise:0.052
831,angry,fear,0.5779,False,fear:0.578,angry:0.319,surprise:0.046
832,neutral,fear,0.6591,False,fear:0.659,sad:0.282,neutral:0.035
833,angry,angry,0.5296,True,angry:0.530,fear:0.357,surprise:0.067
834,neutral,angry,0.3127,False,angry:0.313,sad:0.272,neutral:0.189
835,neutral,neutral,0.2869,True,neutral:0.287,fear:0.182,angry:0.151
836,happy,happy,0.7328,True,happy:0.733,neutral:0.202,angry:0.026
837,happy,happy,0.7386,True,happy:0.739,surprise:0.123,neutral:0.073
838,fear,fear,0.4841,True,fear:0.484,sad:0.411,angry:0.048
839,angry,neutral,0.5646,False,neutral:0.565,angry:0.268,sad:0.099
840,happy,happy,0.9444,True,happy:0.944,angry:0.030,sad:0.010
841,fear,fear,0.4158,True,fear:0.416,surprise:0.378,angry:0.151
842,neutral,neutral,0.6598,True,neutral:0.660,sad:0.150,angry:0.097
843,sad,neutral,0.3827,False,neutral:0.383,happy:0.287,sad:0.153
844,surprise,happy,0.2953,False,happy:0.295,neutral:0.223,angry:0.133
845,surprise,surprise,0.7512,True,surprise:0.751,happy:0.153,fear:0.056
846,happy,surprise,0.5384,False,surprise:0.538,fear:0.244,happy:0.141
847,sad,sad,0.4854,True,sad:0.485,fear:0.372,neutral:0.066
848,happy,happy,0.9652,True,happy:0.965,neutral:0.017,sad:0.011
849,surprise,surprise,0.9055,True,surprise:0.906,fear:0.093,sad:0.001
850,angry,surprise,0.3305,False,surprise:0.330,neutral:0.204,fear:0.193
851,fear,sad,0.5023,False,sad:0.502,happy:0.183,neutral:0.138
852,neutral,neutral,0.7657,True,neutral:0.766,sad:0.086,happy:0.068
853,happy,happy,0.8704,True,happy:0.870,sad:0.056,neutral:0.026
854,sad,neutral,0.4316,False,neutral:0.432,sad:0.281,happy:0.121
855,happy,happy,0.4680,True,happy:0.468,surprise:0.398,fear:0.092
856,neutral,sad,0.4424,False,sad:0.442,neutral:0.369,fear:0.075
857,neutral,sad,0.4002,False,sad:0.400,neutral:0.185,happy:0.173
858,fear,surprise,0.7527,False,surprise:0.753,happy:0.146,fear:0.078
859,sad,happy,0.4048,False,happy:0.405,sad:0.354,neutral:0.098
860,surprise,surprise,0.8013,True,surprise:0.801,fear:0.133,angry:0.024
861,neutral,neutral,0.4012,True,neutral:0.401,sad:0.246,angry:0.229
862,angry,sad,0.3450,False,sad:0.345,fear:0.265,angry:0.228
863,happy,fear,0.5007,False,fear:0.501,surprise:0.235,happy:0.221
864,angry,fear,0.6506,False,fear:0.651,sad:0.142,neutral:0.124
865,neutral,sad,0.3053,False,sad:0.305,fear:0.236,angry:0.234
866,happy,happy,0.3288,True,happy:0.329,angry:0.273,fear:0.202
867,fear,happy,0.7440,False,happy:0.744,angry:0.069,fear:0.064
868,happy,happy,0.6873,True,happy:0.687,surprise:0.188,angry:0.059
869,happy,happy,0.8441,True,happy:0.844,sad:0.090,fear:0.025
870,happy,happy,0.8415,True,happy:0.841,angry:0.083,fear:0.045
871,fear,fear,0.4785,True,fear:0.478,surprise:0.290,angry:0.157
872,angry,angry,0.6762,True,angry:0.676,fear:0.101,surprise:0.096
873,surprise,surprise,0.5663,True,surprise:0.566,fear:0.274,neutral:0.046
874,neutral,neutral,0.5656,True,neutral:0.566,sad:0.156,fear:0.105
875,surprise,fear,0.6024,False,fear:0.602,sad:0.197,disgust:0.065
876,happy,happy,0.7266,True,happy:0.727,neutral:0.201,surprise:0.022
877,happy,happy,0.8767,True,happy:0.877,neutral:0.051,fear:0.031
878,happy,happy,0.8613,True,happy:0.861,angry:0.093,fear:0.019
879,surprise,neutral,0.4348,False,neutral:0.435,fear:0.198,surprise:0.173
880,neutral,sad,0.3877,False,sad:0.388,neutral:0.292,fear:0.202
881,sad,neutral,0.4269,False,neutral:0.427,sad:0.195,angry:0.146
882,surprise,fear,0.3088,False,fear:0.309,surprise:0.307,neutral:0.282
883,sad,sad,0.4380,True,sad:0.438,neutral:0.279,fear:0.145
884,neutral,angry,0.3402,False,angry:0.340,neutral:0.242,happy:0.112
885,fear,surprise,0.6643,False,surprise:0.664,fear:0.284,happy:0.023
886,fear,surprise,0.2367,False,surprise:0.237,happy:0.208,angry:0.171
887,angry,neutral,0.3322,False,neutral:0.332,sad:0.261,fear:0.260
888,neutral,neutral,0.3397,True,neutral:0.340,sad:0.217,angry:0.171
889,angry,neutral,0.6781,False,neutral:0.678,sad:0.107,angry:0.083
890,happy,happy,0.9694,True,happy:0.969,sad:0.014,fear:0.005
891,surprise,surprise,0.8016,True,surprise:0.802,fear:0.150,happy:0.026
892,angry,angry,0.6714,True,angry:0.671,fear:0.263,sad:0.017
893,fear,fear,0.5065,True,fear:0.506,sad:0.172,angry:0.134
894,fear,surprise,0.8058,False,surprise:0.806,fear:0.187,angry:0.003
895,sad,angry,0.3746,False,angry:0.375,neutral:0.258,sad:0.199
896,happy,happy,0.9456,True,happy:0.946,surprise:0.022,angry:0.014
897,sad,neutral,0.2880,False,neutral:0.288,sad:0.275,happy:0.190
898,neutral,neutral,0.5869,True,neutral:0.587,sad:0.192,angry:0.126
899,sad,angry,0.2987,False,angry:0.299,neutral:0.273,sad:0.181
900,happy,happy,0.9452,True,happy:0.945,surprise:0.038,fear:0.007
901,neutral,neutral,0.8079,True,neutral:0.808,fear:0.058,sad:0.042
902,sad,sad,0.3827,True,sad:0.383,neutral:0.358,angry:0.113
903,sad,neutral,0.3740,False,neutral:0.374,angry:0.287,happy:0.144
904,sad,neutral,0.5320,False,neutral:0.532,sad:0.221,angry:0.148
905,happy,happy,0.9174,True,happy:0.917,neutral:0.033,surprise:0.033
906,fear,surprise,0.7238,False,surprise:0.724,fear:0.262,happy:0.007
907,happy,happy,0.4003,True,happy:0.400,fear:0.227,surprise:0.152
908,angry,angry,0.4383,True,angry:0.438,neutral:0.323,sad:0.163
909,happy,fear,0.4530,False,fear:0.453,angry:0.427,happy:0.058
910,neutral,fear,0.4225,False,fear:0.423,happy:0.211,sad:0.154
911,disgust,angry,0.6479,False,angry:0.648,neutral:0.103,disgust:0.103
912,angry,neutral,0.3902,False,neutral:0.390,angry:0.187,sad:0.180
913,surprise,surprise,0.9803,True,surprise:0.980,fear:0.019,happy:0.001
914,happy,happy,0.9832,True,happy:0.983,neutral:0.007,angry:0.004
915,sad,neutral,0.4990,False,neutral:0.499,sad:0.229,angry:0.134
916,sad,neutral,0.5692,False,neutral:0.569,happy:0.180,fear:0.108
917,fear,fear,0.7607,True,fear:0.761,sad:0.139,surprise:0.054
918,happy,happy,0.9135,True,happy:0.913,surprise:0.031,neutral:0.030
919,fear,sad,0.5527,False,sad:0.553,fear:0.211,neutral:0.145
920,fear,fear,0.4076,True,fear:0.408,sad:0.300,neutral:0.130
921,neutral,sad,0.4115,False,sad:0.411,fear:0.312,angry:0.115
922,happy,happy,0.9606,True,happy:0.961,angry:0.015,neutral:0.012
923,angry,angry,0.4583,True,angry:0.458,sad:0.298,neutral:0.150
924,neutral,neutral,0.4943,True,neutral:0.494,sad:0.248,angry:0.140
925,fear,neutral,0.3534,False,neutral:0.353,surprise:0.254,fear:0.180
926,sad,angry,0.4672,False,angry:0.467,sad:0.256,neutral:0.175
927,happy,happy,0.9754,True,happy:0.975,neutral:0.017,surprise:0.003
928,surprise,surprise,0.6546,True,surprise:0.655,fear:0.226,angry:0.087
929,sad,fear,0.7512,False,fear:0.751,surprise:0.183,sad:0.035
930,happy,happy,0.9694,True,happy:0.969,surprise:0.014,angry:0.006
931,happy,happy,0.8539,True,happy:0.854,angry:0.084,sad:0.025
932,happy,happy,0.9970,True,happy:0.997,neutral:0.003,surprise:0.000
933,happy,happy,0.3827,True,happy:0.383,neutral:0.363,sad:0.142
934,surprise,surprise,0.8003,True,surprise:0.800,fear:0.185,angry:0.007
935,fear,fear,0.2702,True,fear:0.270,neutral:0.266,sad:0.245
936,sad,neutral,0.5540,False,neutral:0.554,sad:0.170,angry:0.122
937,neutral,neutral,0.4359,True,neutral:0.436,angry:0.320,sad:0.177
938,fear,angry,0.5708,False,angry:0.571,fear:0.359,disgust:0.024
939,neutral,surprise,0.3984,False,surprise:0.398,fear:0.249,neutral:0.183
940,angry,angry,0.6054,True,angry:0.605,fear:0.324,happy:0.029
941,sad,sad,0.4027,True,sad:0.403,fear:0.278,neutral:0.103
942,happy,happy,0.3854,True,happy:0.385,angry:0.298,fear:0.186
943,surprise,surprise,0.5322,True,surprise:0.532,fear:0.364,angry:0.069
944,surprise,surprise,0.6769,True,surprise:0.677,fear:0.269,angry:0.024
945,neutral,fear,0.3252,False,fear:0.325,neutral:0.269,happy:0.110
946,neutral,neutral,0.2648,True,neutral:0.265,sad:0.263,fear:0.227
947,surprise,fear,0.3870,False,fear:0.387,surprise:0.234,angry:0.210
948,happy,happy,0.5962,True,happy:0.596,angry:0.119,sad:0.116
949,sad,angry,0.3897,False,angry:0.390,sad:0.259,neutral:0.186
950,surprise,surprise,0.5652,True,surprise:0.565,fear:0.198,angry:0.130
951,happy,neutral,0.3793,False,neutral:0.379,happy:0.227,sad:0.190
952,happy,fear,0.4220,False,fear:0.422,surprise:0.351,angry:0.155
953,surprise,surprise,0.5927,True,surprise:0.593,fear:0.398,happy:0.003
954,happy,happy,0.9704,True,happy:0.970,surprise:0.026,neutral:0.002
955,fear,surprise,0.5575,False,surprise:0.558,fear:0.367,neutral:0.025
956,sad,sad,0.5081,True,sad:0.508,fear:0.210,neutral:0.118
957,neutral,neutral,0.5525,True,neutral:0.552,happy:0.175,sad:0.134
958,angry,angry,0.5745,True,angry:0.574,sad:0.208,neutral:0.163
959,surprise,sad,0.2852,False,sad:0.285,neutral:0.249,happy:0.178
960,fear,happy,0.4691,False,happy:0.469,sad:0.255,neutral:0.145
961,fear,surprise,0.4974,False,surprise:0.497,fear:0.254,neutral:0.110
962,angry,sad,0.2766,False,sad:0.277,neutral:0.240,angry:0.222
963,happy,happy,0.8346,True,happy:0.835,sad:0.044,angry:0.036
964,sad,neutral,0.3650,False,neutral:0.365,angry:0.309,sad:0.238
965,happy,happy,0.9462,True,happy:0.946,angry:0.022,neutral:0.015
966,fear,neutral,0.4629,False,neutral:0.463,sad:0.313,fear:0.108
967,sad,sad,0.4811,True,sad:0.481,neutral:0.295,angry:0.099
968,happy,happy,0.5779,True,happy:0.578,neutral:0.311,sad:0.063
969,happy,happy,0.9858,True,happy:0.986,surprise:0.007,neutral:0.006
970,happy,angry,0.4140,False,angry:0.414,happy:0.238,surprise:0.166
971,fear,sad,0.3070,False,sad:0.307,angry:0.278,neutral:0.184
972,sad,sad,0.5009,True,sad:0.501,neutral:0.186,angry:0.168
973,happy,happy,0.9683,True,happy:0.968,angry:0.011,neutral:0.010
974,surprise,surprise,0.4876,True,surprise:0.488,fear:0.190,neutral:0.127
975,sad,neutral,0.4258,False,neutral:0.426,angry:0.311,sad:0.176
976,happy,happy,0.9909,True,happy:0.991,neutral:0.003,surprise:0.003
977,happy,happy,0.9573,True,happy:0.957,neutral:0.033,sad:0.005
978,sad,neutral,0.3107,False,neutral:0.311,angry:0.181,fear:0.168
979,happy,happy,0.9440,True,happy:0.944,surprise:0.044,fear:0.005
980,happy,happy,0.9944,True,happy:0.994,surprise:0.004,neutral:0.002
981,angry,neutral,0.4308,False,neutral:0.431,sad:0.256,angry:0.202
982,sad,sad,0.6149,True,sad:0.615,neutral:0.166,fear:0.096
983,angry,sad,0.3260,False,sad:0.326,happy:0.250,neutral:0.213
984,sad,neutral,0.6316,False,neutral:0.632,angry:0.154,sad:0.126
985,happy,happy,0.9847,True,happy:0.985,surprise:0.005,angry:0.004
986,disgust,angry,0.5415,False,angry:0.542,fear:0.301,disgust:0.076
987,neutral,neutral,0.5974,True,neutral:0.597,happy:0.159,angry:0.103
988,neutral,neutral,0.6400,True,neutral:0.640,sad:0.110,fear:0.104
989,fear,neutral,0.3347,False,neutral:0.335,sad:0.236,angry:0.188
990,happy,happy,0.9962,True,happy:0.996,neutral:0.003,surprise:0.000
991,sad,fear,0.5719,False,fear:0.572,surprise:0.247,sad:0.089
992,surprise,surprise,0.8488,True,surprise:0.849,fear:0.148,angry:0.002
993,neutral,angry,0.3004,False,angry:0.300,neutral:0.239,sad:0.224
994,fear,neutral,0.3720,False,neutral:0.372,angry:0.221,happy:0.192
995,happy,happy,0.6585,True,happy:0.658,angry:0.133,fear:0.067
996,sad,angry,0.3898,False,angry:0.390,neutral:0.298,sad:0.228
997,sad,fear,0.2983,False,fear:0.298,sad:0.264,neutral:0.245
998,happy,happy,0.3787,True,happy:0.379,angry:0.280,fear:0.263
999,happy,fear,0.3896,False,fear:0.390,happy:0.252,surprise:0.125
1000,happy,happy,0.9758,True,happy:0.976,neutral:0.021,surprise:0.002
1001,fear,fear,0.8691,True,fear:0.869,surprise:0.104,sad:0.014
1002,happy,happy,0.6099,True,happy:0.610,surprise:0.217,angry:0.095
1003,angry,fear,0.3587,False,fear:0.359,angry:0.301,happy:0.209
1004,sad,angry,0.4984,False,angry:0.498,happy:0.223,fear:0.082
1005,fear,fear,0.4300,True,fear:0.430,angry:0.426,surprise:0.052
1006,fear,fear,0.4579,True,fear:0.458,sad:0.306,neutral:0.131
1007,neutral,angry,0.7244,False,angry:0.724,neutral:0.105,sad:0.103
1008,surprise,surprise,0.7487,True,surprise:0.749,happy:0.198,fear:0.044
1009,sad,sad,0.3800,True,sad:0.380,fear:0.220,neutral:0.178
1010,angry,fear,0.3986,False,fear:0.399,angry:0.336,surprise:0.175
1011,sad,neutral,0.3165,False,neutral:0.316,angry:0.213,sad:0.178
1012,neutral,neutral,0.6387,True,neutral:0.639,sad:0.230,angry:0.062
1013,neutral,neutral,0.4841,True,neutral:0.484,sad:0.234,fear:0.119
1014,neutral,neutral,0.6511,True,neutral:0.651,sad:0.153,fear:0.099
1015,surprise,surprise,0.5165,True,surprise:0.516,fear:0.360,angry:0.057
1016,surprise,surprise,0.6379,True,surprise:0.638,fear:0.212,neutral:0.068
1017,fear,sad,0.4525,False,sad:0.453,neutral:0.322,fear:0.107
1018,surprise,surprise,0.5802,True,surprise:0.580,fear:0.285,neutral:0.043
1019,neutral,neutral,0.6797,True,neutral:0.680,sad:0.135,angry:0.075
1020,surprise,surprise,0.8735,True,surprise:0.874,fear:0.088,happy:0.016
1021,happy,happy,0.9199,True,happy:0.920,angry:0.035,sad:0.018
1022,happy,happy,0.8072,True,happy:0.807,neutral:0.104,sad:0.047
1023,angry,fear,0.3097,False,fear:0.310,angry:0.278,sad:0.239
1024,happy,happy,0.8332,True,happy:0.833,neutral:0.141,sad:0.010
1025,happy,happy,0.9215,True,happy:0.922,angry:0.053,fear:0.013
1026,surprise,surprise,0.9948,True,surprise:0.995,fear:0.002,neutral:0.002
1027,happy,happy,0.4480,True,happy:0.448,neutral:0.311,sad:0.120
1028,happy,surprise,0.7790,False,surprise:0.779,fear:0.098,neutral:0.048
1029,fear,neutral,0.6009,False,neutral:0.601,happy:0.111,angry:0.098
1030,angry,angry,0.6806,True,angry:0.681,sad:0.131,neutral:0.081
1031,surprise,surprise,0.9956,True,surprise:0.996,fear:0.004,sad:0.000
1032,sad,neutral,0.6017,False,neutral:0.602,angry:0.221,sad:0.091
1033,sad,fear,0.3129,False,fear:0.313,sad:0.251,happy:0.186
1034,surprise,fear,0.3640,False,fear:0.364,neutral:0.213,surprise:0.193
1035,fear,fear,0.4887,True,fear:0.489,surprise:0.321,happy:0.118
1036,sad,sad,0.4780,True,sad:0.478,happy:0.280,fear:0.081
1037,surprise,surprise,0.5431,True,surprise:0.543,fear:0.286,happy:0.138
1038,neutral,neutral,0.9370,True,neutral:0.937,sad:0.020,fear:0.016
1039,neutral,neutral,0.3760,True,neutral:0.376,sad:0.302,angry:0.159
1040,happy,happy,0.9457,True,happy:0.946,angry:0.020,surprise:0.014
1041,neutral,neutral,0.5708,True,neutral:0.571,happy:0.149,sad:0.093
1042,neutral,neutral,0.9007,True,neutral:0.901,happy:0.058,angry:0.016
1043,fear,neutral,0.3756,False,neutral:0.376,sad:0.234,fear:0.187
1044,happy,happy,0.9118,True,happy:0.912,sad:0.051,neutral:0.013
1045,happy,neutral,0.6731,False,neutral:0.673,happy:0.200,angry:0.063
1046,angry,sad,0.4078,False,sad:0.408,angry:0.249,neutral:0.166
1047,surprise,surprise,0.6760,True,surprise:0.676,fear:0.242,neutral:0.031
1048,neutral,neutral,0.3316,True,neutral:0.332,angry:0.321,sad:0.222
1049,surprise,happy,0.4121,False,happy:0.412,surprise:0.311,neutral:0.130
1050,fear,neutral,0.5012,False,neutral:0.501,sad:0.242,angry:0.132
1051,sad,neutral,0.6252,False,neutral:0.625,sad:0.231,angry:0.066
1052,fear,sad,0.3723,False,sad:0.372,angry:0.244,neutral:0.186
1053,angry,neutral,0.3686,False,neutral:0.369,happy:0.276,angry:0.168
1054,angry,angry,0.6200,True,angry:0.620,fear:0.300,disgust:0.035
1055,happy,neutral,0.4058,False,neutral:0.406,sad:0.256,angry:0.187
1056,sad,angry,0.6837,False,angry:0.684,sad:0.202,fear:0.077
1057,sad,happy,0.4422,False,happy:0.442,angry:0.278,fear:0.127
1058,angry,angry,0.5575,True,angry:0.557,fear:0.379,surprise:0.028
1059,happy,happy,0.9628,True,happy:0.963,neutral:0.017,surprise:0.014
1060,fear,angry,0.4707,False,angry:0.471,fear:0.416,disgust:0.077
1061,fear,fear,0.5599,True,fear:0.560,surprise:0.417,sad:0.009
1062,happy,happy,0.6561,True,happy:0.656,angry:0.231,fear:0.062
1063,sad,neutral,0.4969,False,neutral:0.497,sad:0.255,angry:0.166
1064,disgust,fear,0.4702,False,fear:0.470,angry:0.246,happy:0.101
1065,sad,sad,0.4237,True,sad:0.424,fear:0.212,neutral:0.182
1066,surprise,surprise,0.3749,True,surprise:0.375,fear:0.347,angry:0.115
1067,angry,angry,0.6996,True,angry:0.700,fear:0.171,disgust:0.072
1068,happy,happy,0.6967,True,happy:0.697,sad:0.185,neutral:0.056
1069,happy,happy,0.9836,True,happy:0.984,neutral:0.008,surprise:0.006
1070,happy,happy,0.9164,True,happy:0.916,neutral:0.035,sad:0.017
1071,sad,fear,0.3275,False,fear:0.327,angry:0.240,sad:0.163
1072,neutral,neutral,0.6665,True,neutral:0.666,sad:0.139,angry:0.123
1073,sad,neutral,0.5287,False,neutral:0.529,sad:0.163,angry:0.152
1074,fear,angry,0.3183,False,angry:0.318,happy:0.221,neutral:0.203
1075,sad,neutral,0.4498,False,neutral:0.450,sad:0.248,fear:0.118
1076,surprise,fear,0.3026,False,fear:0.303,surprise:0.193,neutral:0.181
1077,happy,happy,0.9945,True,happy:0.994,neutral:0.004,surprise:0.001
1078,surprise,surprise,0.5778,True,surprise:0.578,fear:0.237,angry:0.094
1079,neutral,neutral,0.7568,True,neutral:0.757,angry:0.114,sad:0.073
1080,surprise,surprise,0.6476,True,surprise:0.648,fear:0.300,happy:0.020
1081,angry,angry,0.4310,True,angry:0.431,sad:0.284,neutral:0.177
1082,happy,surprise,0.5297,False,surprise:0.530,fear:0.296,happy:0.119
1083,neutral,happy,0.3576,False,happy:0.358,sad:0.250,neutral:0.248
1084,sad,sad,0.3244,True,sad:0.324,neutral:0.231,angry:0.211
1085,disgust,angry,0.6050,False,angry:0.605,fear:0.116,disgust:0.103
1086,angry,angry,0.4773,True,angry:0.477,fear:0.227,happy:0.212
1087,surprise,surprise,0.4760,True,surprise:0.476,fear:0.275,neutral:0.109
1088,happy,happy,0.9655,True,happy:0.965,surprise:0.020,fear:0.005
1089,disgust,disgust,0.3320,True,disgust:0.332,fear:0.292,angry:0.200
1090,fear,fear,0.4732,True,fear:0.473,angry:0.421,disgust:0.045
1091,fear,surprise,0.9249,False,surprise:0.925,fear:0.050,sad:0.014
1092,fear,happy,0.5228,False,happy:0.523,angry:0.171,sad:0.136
1093,happy,happy,0.7851,True,happy:0.785,neutral:0.127,sad:0.049
1094,happy,happy,0.9810,True,happy:0.981,neutral:0.008,sad:0.005
1095,surprise,surprise,0.5561,True,surprise:0.556,fear:0.276,neutral:0.065
1096,fear,fear,0.4803,True,fear:0.480,angry:0.288,surprise:0.131
1097,angry,neutral,0.6083,False,neutral:0.608,angry:0.145,sad:0.105
1098,neutral,angry,0.3677,False,angry:0.368,sad:0.285,fear:0.224
1099,sad,sad,0.6584,True,sad:0.658,angry:0.100,happy:0.076
1100,sad,neutral,0.4650,False,neutral:0.465,sad:0.216,angry:0.177
1101,neutral,angry,0.4831,False,angry:0.483,sad:0.243,neutral:0.150
